,sku,title,productCode,perso_product_type,assets,moreColors,size,massVolume,avgColor,departmentCode,familyCode,divisionCode,price,url,slug,hasStock,hasStockRetail,hasStockOrHasStockRetail,personalize,stock.ecom,stock.retail
9,H311488M 05,"Pleiade photo frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311488M+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,grey,M,M40,05,560.0,/product/pleiade-photo-frame-small-model-H311488Mv05,pleiade-photo-frame-small-model,True,False,False,False,True,False
10,H311485M 05,"Pleiade photo frame, medium model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311485M+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,grey,M,M40,05,680.0,/product/pleiade-photo-frame-medium-model-H311485Mv05,pleiade-photo-frame-medium-model,True,False,False,False,True,False
11,H310424A 00,"Lined agenda refill, small model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310424A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,30.0,/product/lined-agenda-refill-small-model-H310424Av00,lined-agenda-refill-small-model,True,False,False,False,True,False
12,H311490M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311490M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,brown,M,M40,05,490.0,/product/samarcande-paperweight-H311490Mv01,samarcande-paperweight,True,False,False,False,True,False
13,H311297M 01,"Pleiade picture frame, medium model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311297M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,680.0,/product/pleiade-picture-frame-medium-model-H311297Mv01,pleiade-picture-frame-medium-model,True,False,False,False,True,False
14,H311196M 01,Lao brainteaser,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311196M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,brown,M,M40,05,700.0,/product/lao-brainteaser-H311196Mv01,lao-brainteaser,True,False,False,False,True,False
15,H310440A 00,"Blank agenda refill, large model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310440A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,30.0,/product/blank-agenda-refill-large-model-H310440Av00,blank-agenda-refill-large-model,True,False,False,False,True,False
16,H311270M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311270M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,M,M40,05,490.0,/product/samarcande-paperweight-H311270Mv01,samarcande-paperweight,True,False,False,False,True,False
17,H311295M 01,"Pleiade picture frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311295M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,560.0,/product/pleiade-picture-frame-small-model-H311295Mv01,pleiade-picture-frame-small-model,True,False,False,False,True,False
18,H311294M 01,"Pleiade horizontal picture frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311294M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,560.0,/product/pleiade-horizontal-picture-frame-small-model-H311294Mv01,pleiade-horizontal-picture-frame-small-model,True,False,False,False,True,False
19,H311276M 01,Pleiade pencil holder,M415,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311276M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,410.0,/product/pleiade-pencil-holder-H311276Mv01,pleiade-pencil-holder,True,False,False,False,True,False
20,H311465M 05,AT'H set of 2 magnets,M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311465M+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,multi-coloured,M,M40,05,280.0,/product/at-h-set-of-2-magnets-H311465Mv05,at-h-set-of-2-magnets,True,False,False,False,True,False
21,H311465M 04,AT'H set of 2 magnets,M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311465M+04_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,multi-coloured,M,M40,05,280.0,/product/at-h-set-of-2-magnets-H311465Mv04,at-h-set-of-2-magnets,True,False,False,False,True,False
22,H311436M 01,"Tibi picture frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311436M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,M,M40,05,540.0,/product/tibi-picture-frame-small-model-H311436Mv01,tibi-picture-frame-small-model,True,False,False,False,True,False
23,H310935M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310935M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,white,M,M40,05,325.0,/product/samarcande-paperweight-H310935Mv01,samarcande-paperweight,True,False,False,False,True,False
24,H310550M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310550M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,white,M,M40,05,970.0,/product/samarcande-paperweight-H310550Mv01,samarcande-paperweight,True,False,False,False,True,False
25,H310474A 00,Semainier lined agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310474A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,65.0,/product/semainier-lined-agenda-refill-H310474Av00,semainier-lined-agenda-refill,True,False,False,False,True,False
26,H310470A 00,Semainier blank agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310470A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,55.0,/product/semainier-blank-agenda-refill-H310470Av00,semainier-blank-agenda-refill,True,False,False,False,True,False
27,H310464A 00,Vision lined agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310464A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,40.0,/product/vision-lined-agenda-refill-H310464Av00,vision-lined-agenda-refill,True,False,False,False,True,False
28,H310460A 00,Vision blank agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310460A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,35.0,/product/vision-blank-agenda-refill-H310460Av00,vision-blank-agenda-refill,True,False,False,False,True,False
29,H074232CK89,Ulysse Neo PM notebook cover,A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/074232CK89_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,black,A,A01,01,415.0,/product/ulysse-neo-pm-notebook-cover-H074232CK89,ulysse-neo-pm-notebook-cover,True,False,False,False,True,False
30,H070620CKAH,Ulysse PM notebook cover,A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/070620CKAH_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,pink,A,A01,01,420.0,/product/ulysse-pm-notebook-cover-H070620CKAH,ulysse-pm-notebook-cover,True,False,False,False,True,False
31,H070620CKAG,Ulysse PM notebook cover,A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/070620CKAG_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,green,A,A01,01,420.0,/product/ulysse-pm-notebook-cover-H070620CKAG,ulysse-pm-notebook-cover,True,False,False,False,True,False
32,H058558CK9R,"Ulysse notebook cover, small model",A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/058558CK9R_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,yellow,A,A01,01,420.0,/product/ulysse-notebook-cover-small-model-H058558CK9R,ulysse-notebook-cover-small-model,True,False,False,False,True,False
33,H058557CK8W,"Ulysse notebook cover, medium model",A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/058557CK8W_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,pink,A,A01,01,590.0,/product/ulysse-notebook-cover-medium-model-H058557CK8W,ulysse-notebook-cover-medium-model,True,False,False,False,True,False
34,H312009M 01,"Horsecut paperweight, small model",M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/312009M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,multi-coloured,M,M40,05,380.0,/product/horsecut-paperweight-small-model-H312009Mv01,horsecut-paperweight-small-model,True,False,False,False,True,False
0,H311197M 01,Lao paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311197M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,brown,M,M40,05,450.0,/product/lao-paperweight-H311197Mv01,lao-paperweight,True,False,False,False,True,False
1,H325206A 00,"Ulysse lined notebook refill, small model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/325206A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,55.0,/product/ulysse-lined-notebook-refill-small-model-H325206Av00,ulysse-lined-notebook-refill-small-model,True,False,False,False,True,False
2,H310420A 00,"Blank agenda refill, small model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310420A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,25.0,/product/blank-agenda-refill-small-model-H310420Av00,blank-agenda-refill-small-model,True,False,False,False,True,False
3,H309741A 00,Globe-Trotter blank agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/309741A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,40.0,/product/globe-trotter-blank-agenda-refill-H309741Av00,globe-trotter-blank-agenda-refill,True,False,False,False,True,False
4,H076552CK37,Grand Modele Eazip agenda cover,A011,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/076552CK37_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,A,A01,01,520.0,/product/grand-modele-eazip-agenda-cover-H076552CK37,grand-modele-eazip-agenda-cover,True,False,False,False,True,False
5,H325177A 00,"Ulysse plain notebook refill, medium model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/325177A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,50.0,/product/ulysse-plain-notebook-refill-medium-model-H325177Av00,ulysse-plain-notebook-refill-medium-model,True,False,False,False,True,False
6,H074232CKI7,Ulysse Neo PM notebook cover,A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/074232CKI7_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,blue,A,A01,01,415.0,/product/ulysse-neo-pm-notebook-cover-H074232CKI7,ulysse-neo-pm-notebook-cover,True,False,False,False,True,False
7,H311484M 05,"Pleiade photo frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311484M+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,grey,M,M40,05,560.0,/product/pleiade-photo-frame-small-model-H311484Mv05,pleiade-photo-frame-small-model,True,False,False,False,True,False
8,H310444A 00,"Lined agenda refill, large model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310444A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,35.0,/product/lined-agenda-refill-large-model-H310444Av00,lined-agenda-refill-large-model,True,False,False,False,True,False
9,H311488M 05,"Pleiade photo frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311488M+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,grey,M,M40,05,560.0,/product/pleiade-photo-frame-small-model-H311488Mv05,pleiade-photo-frame-small-model,True,False,False,False,True,False
10,H311485M 05,"Pleiade photo frame, medium model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311485M+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,grey,M,M40,05,680.0,/product/pleiade-photo-frame-medium-model-H311485Mv05,pleiade-photo-frame-medium-model,True,False,False,False,True,False
11,H310424A 00,"Lined agenda refill, small model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310424A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,30.0,/product/lined-agenda-refill-small-model-H310424Av00,lined-agenda-refill-small-model,True,False,False,False,True,False
12,H311490M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311490M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,brown,M,M40,05,490.0,/product/samarcande-paperweight-H311490Mv01,samarcande-paperweight,True,False,False,False,True,False
13,H311297M 01,"Pleiade picture frame, medium model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311297M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,680.0,/product/pleiade-picture-frame-medium-model-H311297Mv01,pleiade-picture-frame-medium-model,True,False,False,False,True,False
14,H311196M 01,Lao brainteaser,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311196M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,brown,M,M40,05,700.0,/product/lao-brainteaser-H311196Mv01,lao-brainteaser,True,False,False,False,True,False
15,H310440A 00,"Blank agenda refill, large model",A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310440A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,30.0,/product/blank-agenda-refill-large-model-H310440Av00,blank-agenda-refill-large-model,True,False,False,False,True,False
16,H311270M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311270M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,M,M40,05,490.0,/product/samarcande-paperweight-H311270Mv01,samarcande-paperweight,True,False,False,False,True,False
17,H311295M 01,"Pleiade picture frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311295M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,560.0,/product/pleiade-picture-frame-small-model-H311295Mv01,pleiade-picture-frame-small-model,True,False,False,False,True,False
18,H311294M 01,"Pleiade horizontal picture frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311294M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,560.0,/product/pleiade-horizontal-picture-frame-small-model-H311294Mv01,pleiade-horizontal-picture-frame-small-model,True,False,False,False,True,False
19,H311276M 01,Pleiade pencil holder,M415,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311276M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,red,M,M40,05,410.0,/product/pleiade-pencil-holder-H311276Mv01,pleiade-pencil-holder,True,False,False,False,True,False
20,H311465M 05,AT'H set of 2 magnets,M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311465M+05_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,multi-coloured,M,M40,05,280.0,/product/at-h-set-of-2-magnets-H311465Mv05,at-h-set-of-2-magnets,True,False,False,False,True,False
21,H311465M 04,AT'H set of 2 magnets,M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311465M+04_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,multi-coloured,M,M40,05,280.0,/product/at-h-set-of-2-magnets-H311465Mv04,at-h-set-of-2-magnets,True,False,False,False,True,False
22,H311436M 01,"Tibi picture frame, small model",M418,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/311436M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,beige / natural,M,M40,05,540.0,/product/tibi-picture-frame-small-model-H311436Mv01,tibi-picture-frame-small-model,True,False,False,False,True,False
23,H310935M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310935M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,white,M,M40,05,325.0,/product/samarcande-paperweight-H310935Mv01,samarcande-paperweight,True,False,False,False,True,False
24,H310550M 01,Samarcande paperweight,M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310550M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,white,M,M40,05,970.0,/product/samarcande-paperweight-H310550Mv01,samarcande-paperweight,True,False,False,False,True,False
25,H310474A 00,Semainier lined agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310474A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,65.0,/product/semainier-lined-agenda-refill-H310474Av00,semainier-lined-agenda-refill,True,False,False,False,True,False
26,H310470A 00,Semainier blank agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310470A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,55.0,/product/semainier-blank-agenda-refill-H310470Av00,semainier-blank-agenda-refill,True,False,False,False,True,False
27,H310464A 00,Vision lined agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310464A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,40.0,/product/vision-lined-agenda-refill-H310464Av00,vision-lined-agenda-refill,True,False,False,False,True,False
28,H310460A 00,Vision blank agenda refill,A014,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/310460A+00_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,colorless,A,A01,01,35.0,/product/vision-blank-agenda-refill-H310460Av00,vision-blank-agenda-refill,True,False,False,False,True,False
29,H074232CK89,Ulysse Neo PM notebook cover,A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/074232CK89_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,black,A,A01,01,415.0,/product/ulysse-neo-pm-notebook-cover-H074232CK89,ulysse-neo-pm-notebook-cover,True,False,False,False,True,False
30,H070620CKAH,Ulysse PM notebook cover,A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/070620CKAH_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,pink,A,A01,01,420.0,/product/ulysse-pm-notebook-cover-H070620CKAH,ulysse-pm-notebook-cover,True,False,False,False,True,False
31,H070620CKAG,Ulysse PM notebook cover,A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/070620CKAG_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,green,A,A01,01,420.0,/product/ulysse-pm-notebook-cover-H070620CKAG,ulysse-pm-notebook-cover,True,False,False,False,True,False
32,H058558CK9R,"Ulysse notebook cover, small model",A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/058558CK9R_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,yellow,A,A01,01,420.0,/product/ulysse-notebook-cover-small-model-H058558CK9R,ulysse-notebook-cover-small-model,True,False,False,False,True,False
33,H058557CK8W,"Ulysse notebook cover, medium model",A012,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/058557CK8W_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,pink,A,A01,01,590.0,/product/ulysse-notebook-cover-medium-model-H058557CK8W,ulysse-notebook-cover-medium-model,True,False,False,False,True,False
34,H312009M 01,"Horsecut paperweight, small model",M413,,"[{'url': '//assets.hermes.com/is/image/hermesproduct/312009M+01_set?a=a&size=3000,3000&extend=300,300,300,300&align=0,1'}]",False,SANS_TAILLE,,multi-coloured,M,M40,05,380.0,/product/horsecut-paperweight-small-model-H312009Mv01,horsecut-paperweight-small-model,True,False,False,False,True,False
